shape id,point id,longitude,latitude
224,0,54.44120923008152,24.424768014382423
225,0,54.44120923008152,24.42226721293249
230,0,54.44910565342136,24.423830219647467
231,0,54.45288220371433,24.424142818666976
232,0,54.45597210849949,24.42195460926605
233,0,54.45837536777683,24.418203304862732
234,0,54.46043530430027,24.418203304862732
235,0,54.46146527256199,24.416640228449666
236,0,54.46489850010105,24.41632761084401
237,0,54.469018373147925,24.415389753381096
238,0,54.46661511387058,24.41320139220049
239,0,54.4676450821323,24.409762462266226
240,0,54.49991742099949,24.411638253843627
245,0,54.51605359043308,24.406636081037302
246,0,54.51502362217136,24.400383086356346
247,0,54.51330700840183,24.401946364052158
248,0,54.50335064853855,24.408511919064352
249,0,54.50129071201511,24.405698151573297
250,0,54.49785748447605,24.40476021514258
251,0,54.506440553323706,24.403509622398197
252,0,54.55622235264011,24.39725647291909
253,0,54.5610288711948,24.39725647291909
254,0,54.564118775979956,24.400070428495287
255,0,54.56823864902683,24.401946364052158
256,0,54.570641908304175,24.40288432138182
259,0,54.58918133701511,24.408511919064352
260,0,54.58574810947605,24.405698151573297
261,0,54.58197155918308,24.404134920318477
262,0,54.577165040628394,24.40382227174535
263,0,54.55501754202088,24.413278100329038
264,0,54.551584314481815,24.415153839666807
265,0,54.54918105520447,24.42359432171175
266,0,54.55913741506775,24.427970645684272
267,0,54.55570418752869,24.428283234444436
268,0,54.55948073782166,24.42578250267459
271,0,54.56051070608338,24.420155674952543
272,0,54.55913741506775,24.4164043170727
273,0,54.561540674345096,24.418280009951395
274,0,54.56566054739197,24.419217845936764
275,0,54.569780420438846,24.418280009951395
276,0,54.571840356962284,24.418280009951395
277,0,54.57596023000916,24.418280009951395
278,0,54.57767684377869,24.419217845936764
282,0,54.59952736284065,24.43766053702091
283,0,54.6026172676258,24.434847419460777
284,0,54.59746742631721,24.436097701679948
285,0,54.59300423051643,24.43859822892752
286,0,54.59094429399299,24.434847419460777
287,0,54.58991432573127,24.43140907944109
288,0,54.593795911931174,24.431504710088223
289,0,54.59482588019289,24.43525561898062
290,0,54.60169233527102,24.43275502544801
295,0,54.59010524612229,24.425174749397623
296,0,54.59216518264573,24.42454955569773
297,0,54.592508505399636,24.423299159003697
298,0,54.598001669462136,24.42736290294887
299,0,54.60212154250901,24.427675493215023
300,0,54.599031637723854,24.42705031190813
301,0,54.596285055692604,24.422048749917735
302,0,54.60040492873948,24.422048749917735
303,0,54.6014348970012,24.422048749917735
308,0,54.59319515090745,24.411107141894668
309,0,54.609716652283794,24.409856612012188
310,0,54.60628342474473,24.412045031177378
311,0,54.60800003851426,24.41517127846037
312,0,54.60388016546739,24.41267028682805
313,0,54.59976029242051,24.412045031177378
314,0,54.596670387635356,24.40954397760611
315,0,54.59426712835801,24.412045031177378
316,0,54.59289383734239,24.408606069742866
317,0,54.592207191834575,24.407042874487928
318,0,54.589460609803325,24.40547965988022
324,0,54.5935804828502,24.406104948045577
325,0,54.58053421820176,24.419860504200653
326,0,54.58431076849473,24.421736145710053
327,0,54.58877396429551,24.42454955569773
328,0,54.585684059510356,24.422673956009678
329,0,54.588430641541606,24.422673956009678
330,0,54.58637070501817,24.422673956009678
338,0,54.554785011658794,24.411107141894668
339,0,54.552038429627544,24.411107141894668
340,0,54.558218239197856,24.41267028682805
341,0,54.57723913730335,24.43520887040884
342,0,54.575179200779914,24.433958579377038
343,0,54.56556616367054,24.417078437385992
344,0,54.56934271396351,24.417078437385992
345,0,54.57380590976429,24.417703668103407
346,0,54.5854788833971,24.422080196393235
347,0,54.580672364842414,24.417391053131876
348,0,54.52883062900257,24.374868206204138
349,0,54.53260717929554,24.380497051763353
359,0,54.509261232029914,24.375493645862885
360,0,54.504454713475226,24.377682660307112
361,0,54.50136480869007,24.37643179955074
362,0,54.49587164462757,24.376744515899947
363,0,54.487975221287726,24.378933508688824
364,0,54.476302247654914,24.377682660307112
365,0,54.47115240634632,24.37643179955074
366,0,54.47286902011585,24.374242763451992
367,0,54.47733221591663,24.370802773023282
368,0,54.476302247654914,24.370490041981007
374,0,54.48385534824085,24.370490041981007
375,0,54.483512025486945,24.36861363948942
376,0,54.48316870273304,24.364548005269334
377,0,54.49140844882679,24.36548624014806
378,0,54.490035157811164,24.364860751002027
379,0,54.489005189549445,24.364235258763518
380,0,54.47939215244007,24.364235258763518
381,0,54.47183905185413,24.36830090303457
386,0,54.47836218417835,24.35391419040834
387,0,54.4811087662096,24.35954396840889
388,0,54.484541993748664,24.361107751186342
389,0,54.48866186679554,24.35954396840889
390,0,54.495528321873664,24.364860751002027
391,0,54.50514135898304,24.374555485214728
392,0,54.499991517674445,24.376744515899947
393,0,54.51441107333851,24.372991868667718
394,0,54.51132116855335,24.372366416635735
395,0,54.503768067967414,24.374555485214728
396,0,54.498961549412726,24.366737209162558
403,0,54.554923158299445,24.364860751002027
404,0,54.54874334872913,24.367049949483302
405,0,54.54050360263538,24.371740961510582
406,0,54.54325018466663,24.367362689030887
407,0,54.53775702060413,24.368926375171068
408,0,54.53501043857288,24.368926375171068
409,0,54.513724427830695,24.369239110079498
410,0,54.509947877537726,24.369239110079498
411,0,54.50067816318226,24.366737209162558
412,0,54.50617132724476,24.371428232788087
413,0,54.506514649998664,24.365798983561394
418,0,54.492781739842414,24.35766740356744
419,0,54.48969183505726,24.35297586972884
420,0,54.486258607518195,24.352663094623342
421,0,54.48316870273304,24.35391419040834
422,0,54.4811087662096,24.349535301064225
423,0,54.479048829686164,24.34609463889686
424,0,54.48213873447132,24.339838649981317
425,0,54.49381170810413,24.338587415115335
426,0,54.50514135898304,24.342966683068795
431,0,54.49883572564808,24.35886113843093
432,0,54.49849240289417,24.362614204882
433,0,54.495402498109016,24.355733498027686
434,0,54.49402920709339,24.353231330056158
435,0,54.4998656939098,24.355420729736306
436,0,54.50879208551136,24.357610091544878
437,0,54.51909176812855,24.361363195099965
438,0,54.528361482484016,24.364490696363113
439,0,54.531108064515266,24.365428931666855
440,0,54.5438110064098,24.36761812031581
441,0,54.551364106995734,24.363239705134692
442,0,54.55926053033558,24.36105044072187
443,0,54.55651394830433,24.36105044072187
444,0,54.55239407525745,24.362301453596064
445,0,54.5441543291637,24.364803442237474
446,0,54.54346768365589,24.35448242022487
451,0,54.550825972563835,24.349900600394232
452,0,54.53880967617712,24.349900600394232
453,0,54.528853316313835,24.3692916185294
454,0,54.516107819755355,24.35099489564759
455,0,54.505121491630355,24.34442635337304
456,0,54.51198794670848,24.340985552385035
457,0,54.53773715325145,24.34442635337304
458,0,54.556276581962386,24.334416490931254
459,0,54.53945376702098,24.335667766995396
466,0,54.478685639579574,24.330662588591156
467,0,54.48074557610301,24.32597005427625
468,0,54.504091523368636,24.327221413749456
469,0,54.49894168206004,24.327534251687236
470,0,54.49215437966904,24.321036620912352
471,0,54.51103713113388,24.319472343317493
472,0,54.525456686797945,24.327606376023674
473,0,54.5505192478331,24.330109050300635
474,0,54.557385702911226,24.327919213011164
481,0,54.533696432891695,24.32041091219058
482,0,54.53850295144638,24.329483386364984
483,0,54.54605605203232,24.327606376023674
484,0,54.53678633767685,24.31884662687525
485,0,54.539189596954195,24.311963542209643
486,0,54.55223586160263,24.313840784170992
487,0,54.56253554421982,24.316343730225938
488,0,54.566655417266695,24.317908046421707
489,0,54.573865195098726,24.317908046421707
490,0,54.57729842263779,24.31477939473108
491,0,54.57455184060654,24.311337788714226
492,0,54.565625449004976,24.306644539092673
493,0,54.556699057403414,24.306957427803184
499,0,54.48391463357529,24.319785200380572
500,0,54.476018210235445,24.326042179502846
501,0,54.46640517312607,24.344811263369053
502,0,54.485287924590914,24.35482030420975
503,0,54.495244284454195,24.352943669329065
513,0,54.62914015847763,24.497987859037575
514,0,54.61678053933701,24.493926393126653
515,0,54.61918379861435,24.48923992331339
516,0,54.61815383035263,24.435489261861424
520,0,54.431042929473726,24.536409080088937
521,0,54.427609701934664,24.534222821931667
522,0,54.41353346902451,24.5379706697437
526,0,54.40975691873154,24.53234885606088
