shape id,point id,longitude,latitude
0,0,54.32490453642301,24.45826398382152
1,0,54.32902440946989,24.461389085413455
2,0,54.33314428251676,24.46357661039224
3,0,54.3352042190402,24.460139054081004
4,0,54.33280095976286,24.45888901034272
5,0,54.33829412382536,24.457638954199055
6,0,54.34138402861051,24.458576497469796
7,0,54.337607478317544,24.45826398382152
8,0,54.33451757353239,24.457013921475355
9,0,54.348593806442544,24.457326438224868
10,0,54.34962377470426,24.459826544309458
14,0,54.35202703398161,24.453888711340543
15,0,54.35237035673551,24.4551388046975
16,0,54.34928045195036,24.453888711340543
17,0,54.34687719267301,24.457013921475355
18,0,54.34516057890348,24.46826403596632
19,0,54.34447393339567,24.470763924922828
20,0,54.3406973831027,24.471701370484062
21,0,54.3406973831027,24.47295128704008
22,0,54.34241399687223,24.47295128704008
23,0,54.350310420212075,24.475451082919573
24,0,54.35099706571989,24.474201191185408
25,0,54.35340032499723,24.473576240664098
33,0,54.367819880661294,24.471388889405947
34,0,54.3681632034152,24.469201500141892
35,0,54.36164007109098,24.46576409737416
36,0,54.36335668486051,24.474513665282515
37,0,54.35820684355192,24.487011993010686
38,0,54.3571768752902,24.487636876809063
39,0,54.35443029325895,24.488574196686493
40,0,54.35923681181364,24.486074661493166
41,0,54.359580134567544,24.486074661493166
42,0,54.3626700393527,24.488886635093564
43,0,54.364043330368325,24.490136380961403
44,0,54.367819880661294,24.487636876809063
45,0,54.37296972196989,24.483575076637315
49,0,54.38120946806364,24.481387899152622
50,0,54.38292608183317,24.483887527460087
51,0,54.384299372848794,24.484824875272817
52,0,54.38120946806364,24.492323406351
53,0,54.37640294950895,24.504507565839276
54,0,54.38361272734098,24.513566816351755
55,0,54.38017949980192,24.51981419479067
56,0,54.36987981718473,24.522313059171104
57,0,54.36610326689176,24.5163781750957
58,0,54.36370000761442,24.520126555556992
59,0,54.367819880661294,24.519501833247556
63,0,54.3901358596652,24.496072504253632
64,0,54.3901358596652,24.49576008369741
65,0,54.39459905546598,24.492948263763022
66,0,54.395285700973794,24.492323406351
67,0,54.39665899198942,24.492010976480806
68,0,54.398032283005044,24.49138611441206
69,0,54.4011221877902,24.49138611441206
70,0,54.40318212431364,24.4907612492389
71,0,54.405242060837075,24.488574196686493
72,0,54.40833196562223,24.48513732299184
73,0,54.41039190214567,24.481387899152622
74,0,54.41142187040739,24.484199977506936
75,0,54.402495478805825,24.483262625038627
76,0,54.40489873808317,24.486387106108324
77,0,54.39734563749723,24.49138611441206
79,0,54.414511775192544,24.497634595391425
80,0,54.41107854765348,24.500758719447397
81,0,54.383269404587075,24.47295128704008
82,0,54.383269404587075,24.475138611149603
83,0,54.38532934111051,24.47388871631259
84,0,54.38635930937223,24.47388871631259
85,0,54.383269404587075,24.472013850786546
86,0,54.3791495315402,24.477013430133393
90,0,54.37296972196989,24.473576240664098
91,0,54.37674627226286,24.473576240664098
92,0,54.378806208786294,24.47388871631259
93,0,54.383269404587075,24.47295128704008
94,0,54.3846426956027,24.47232633031338
95,0,54.386015986618325,24.471701370484062
96,0,54.38363088766139,24.470763924922828
97,0,54.381227628384046,24.470451441517838
100,0,54.370241300259046,24.468576524800415
101,0,54.362611785424896,24.45929981446267
102,0,54.35505868483896,24.453049430082185
103,0,54.35505868483896,24.453049430082185
104,0,54.354372039331146,24.4502366559441
105,0,54.35505868483896,24.448986513951205
106,0,54.36501504470224,24.45429953176651
107,0,54.36020852614755,24.451174254299907
108,0,54.35849191237802,24.449611586497888
109,0,54.35849191237802,24.448986513951205
110,0,54.35608865310068,24.445861104712858
113,0,54.36570169021005,24.451174254299907
114,0,54.3684482722413,24.45367448247477
115,0,54.37222482253427,24.457737247440704
116,0,54.3794346003663,24.46492489523861
117,0,54.38080789138193,24.46617487906929
118,0,54.38252450515146,24.46742485049186
119,0,54.38252450515146,24.46742485049186
120,0,54.387331023706146,24.47054972475961
121,0,54.388360991967865,24.47054972475961
122,0,54.388360991967865,24.468362320915656
123,0,54.38527108718271,24.46804983154994
124,0,54.382867827905365,24.463987399223054
125,0,54.37840463210458,24.4614873757287
128,0,54.36432839919443,24.447736359556682
129,0,54.36158181716318,24.443673272131374
130,0,54.36226846267099,24.44054773114261
131,0,54.36673165847177,24.441172845539814
132,0,54.37325479079599,24.44804889931794
133,0,54.38080789138193,24.45804976239574
134,0,54.384584441674896,24.4614873757287
140,0,54.38115121413583,24.45523709988989
141,0,54.376344695581146,24.448986513951205
142,0,54.37428475905771,24.446173649124443
143,0,54.371881499780365,24.443985821968013
144,0,54.36982156325693,24.44336072151978
145,0,54.36776162673349,24.44086028872866
146,0,54.365358367456146,24.44086028872866
147,0,54.36432839919443,24.43835980634329
148,0,54.36673165847177,24.43648441201031
149,0,54.37050820876474,24.433983842844068
150,0,54.37256814528818,24.433983842844068
151,0,54.3794346003663,24.437734677998286
152,0,54.38046456862802,24.43867236935351
156,0,54.391107573999115,24.44804889931794
157,0,54.39419747878427,24.451486785534886
158,0,54.3959140925538,24.451486785534886
159,0,54.39797402907724,24.452736902723093
160,0,54.39969064284677,24.453361956666082
161,0,54.4014072566163,24.45242437458881
162,0,54.40243722487802,24.45179931599469
163,0,54.401063933862396,24.4502366559441
164,0,54.39969064284677,24.4502366559441
165,0,54.39797402907724,24.449924121608543
166,0,54.39625741530771,24.446173649124443
167,0,54.39488412429208,24.44554855952624
168,0,54.393854156030365,24.443673272131374
169,0,54.39316751052255,24.442110511323737
170,0,54.39316751052255,24.43961005373503
173,0,54.39728738356943,24.433358692804884
174,0,54.39763070632333,24.431483224093974
175,0,54.39797402907724,24.42710702198149
176,0,54.40037728835458,24.425856650634817
177,0,54.40621377517099,24.42710702198149
178,0,54.40449716140146,24.42835738093479
179,0,54.41170693923349,24.42710702198149
180,0,54.41170693923349,24.427732203007345
181,0,54.40964700271005,24.431483224093974
182,0,54.40552712966318,24.437109546553934
186,0,54.423036590112396,24.437734677998286
187,0,54.41273690749521,24.44336072151978
188,0,54.421319976342865,24.43835980634329
189,0,54.41823007155771,24.432108383429767
190,0,54.425783172143646,24.434921562092228
191,0,54.42715646315927,24.432420961935634
194,0,54.415826812280365,24.428044792358378
195,0,54.412050261987396,24.425544055861742
196,0,54.40896035720224,24.426481837857295
197,0,54.41445352126474,24.424918863991955
198,0,54.41891671706552,24.425856650634817
201,0,54.42166329909677,24.422418065532035
202,0,54.42715646315927,24.424918863991955
209,0,54.4398594050538,24.434921562092228
210,0,54.435052886499115,24.43835980634329
211,0,54.43573953200693,24.436796979669523
212,0,54.44157601882333,24.435859274367438
213,0,54.44363595534677,24.433358692804884
218,0,54.432969593792656,24.42383025041012
219,0,54.446015748636206,24.428206535436903
220,0,54.4456724258823,24.429769468568704
221,0,54.445329103128394,24.425393206999747
222,0,54.445329103128394,24.425080611078346
223,0,54.443269166604956,24.4260183965189
